time_ms,prop_valve_ma,sol_valve,trig
0,12.0,0,1
1,12.0,0,0
2,12.0,0,0
3,12.0,0,0
4,12.0,0,0
5,12.0,0,0
6,12.0,0,0
7,12.0,0,0
8,12.0,0,0
9,12.0,0,0
10,12.0,0,0
11,12.0,0,0
12,12.0,0,0
13,12.0,0,0
14,12.0,0,0
15,12.0,1,0
16,12.0,1,0
17,12.0,1,0
18,12.0,1,0
19,12.0,1,0
20,20.0,1,0
21,20.0,1,0
22,20.0,1,0
23,20.0,1,0
24,20.0,1,0
25,20.0,1,0
26,20.0,1,0
27,20.0,1,0
28,20.0,1,0
29,20.0,1,0
30,20.0,1,0
31,20.0,1,0
32,20.0,1,0
33,20.0,1,0
34,20.0,1,0
35,20.0,1,0
36,20.0,1,0
37,20.0,1,0
38,20.0,1,0
39,20.0,1,0
40,20.0,1,0
41,20.0,1,0
42,20.0,1,0
43,20.0,1,0
44,20.0,1,0
45,20.0,1,0
46,20.0,1,0
47,20.0,1,0
48,20.0,1,0
49,20.0,1,0
50,20.0,1,0
51,20.0,1,0
52,20.0,1,0
53,20.0,1,0
54,20.0,1,0
55,20.0,1,0
56,20.0,1,0
57,20.0,1,0
58,20.0,1,0
59,20.0,1,0
60,20.0,1,0
61,20.0,1,0
62,20.0,1,0
63,20.0,1,0
64,20.0,1,0
65,20.0,1,0
66,20.0,1,0
67,20.0,1,0
68,20.0,1,0
69,20.0,1,0
70,20.0,1,0
71,20.0,1,0
72,20.0,1,0
73,20.0,1,0
74,20.0,1,0
75,20.0,1,0
76,20.0,1,0
77,20.0,1,0
78,20.0,1,0
79,20.0,1,0
80,20.0,1,0
81,20.0,1,0
82,20.0,1,0
83,20.0,1,0
84,20.0,1,0
85,20.0,1,0
86,20.0,1,0
87,20.0,1,0
88,20.0,1,0
89,20.0,1,0
90,20.0,1,0
91,20.0,1,0
92,20.0,1,0
93,20.0,1,0
94,20.0,1,0
95,20.0,1,0
96,20.0,1,0
97,20.0,1,0
98,20.0,1,0
99,20.0,1,0
100,20.0,1,0
101,20.0,1,0
102,20.0,1,0
103,20.0,1,0
104,20.0,1,0
105,20.0,1,0
106,20.0,1,0
107,20.0,1,0
108,20.0,1,0
109,12.0,0,0
110,12.0,0,0
111,12.0,0,0
112,12.0,0,0
113,12.0,0,0
114,12.0,0,0
115,12.0,0,0
116,12.0,0,0
117,12.0,0,0
118,12.0,0,0
119,12.0,0,0
120,12.0,0,0
121,12.0,0,0
122,12.0,0,0
123,12.0,0,0
124,12.0,0,0
125,12.0,0,0
