time_ms,prop_valve_ma,sol_valve,trig
0,12.0,0,1
1,12.0,0,0
2,12.0,0,0
3,12.0,0,0
4,12.0,0,0
5,12.0,0,0
6,12.0,0,0
7,12.0,0,0
8,12.0,0,0
9,12.0,0,0
10,12.0,0,0
11,12.0,0,0
12,12.0,0,0
13,12.0,0,0
14,12.0,0,0
15,12.0,1,0
16,12.0,1,0
17,12.0,1,0
18,12.0,1,0
19,12.0,1,0
20,16.0,1,0
21,16.0,1,0
22,16.0,1,0
23,16.0,1,0
24,16.0,1,0
25,16.0,1,0
26,16.0,1,0
27,16.0,1,0
28,16.0,1,0
29,16.0,1,0
30,16.0,1,0
31,16.0,1,0
32,16.0,1,0
33,16.0,1,0
34,16.0,1,0
35,16.0,1,0
36,16.0,1,0
37,16.0,1,0
38,16.0,1,0
39,16.0,1,0
40,16.0,1,0
41,16.0,1,0
42,16.0,1,0
43,16.0,1,0
44,16.0,1,0
45,16.0,1,0
46,16.0,1,0
47,16.0,1,0
48,16.0,1,0
49,16.0,1,0
50,16.0,1,0
51,16.0,1,0
52,16.0,1,0
53,16.0,1,0
54,16.0,1,0
55,16.0,1,0
56,16.0,1,0
57,16.0,1,0
58,16.0,1,0
59,16.0,1,0
60,16.0,1,0
61,16.0,1,0
62,16.0,1,0
63,16.0,1,0
64,16.0,1,0
65,16.0,1,0
66,16.0,1,0
67,16.0,1,0
68,16.0,1,0
69,16.0,1,0
70,16.0,1,0
71,16.0,1,0
72,16.0,1,0
73,16.0,1,0
74,16.0,1,0
75,16.0,1,0
76,16.0,1,0
77,16.0,1,0
78,16.0,1,0
79,16.0,1,0
80,16.0,1,0
81,16.0,1,0
82,16.0,1,0
83,16.0,1,0
84,16.0,1,0
85,16.0,1,0
86,16.0,1,0
87,16.0,1,0
88,16.0,1,0
89,16.0,1,0
90,16.0,1,0
91,16.0,1,0
92,16.0,1,0
93,16.0,1,0
94,16.0,1,0
95,16.0,1,0
96,16.0,1,0
97,16.0,1,0
98,16.0,1,0
99,16.0,1,0
100,16.0,1,0
101,16.0,1,0
102,16.0,1,0
103,16.0,1,0
104,16.0,1,0
105,16.0,1,0
106,16.0,1,0
107,16.0,1,0
108,16.0,1,0
109,12.0,0,0
110,12.0,0,0
111,12.0,0,0
112,12.0,0,0
113,12.0,0,0
114,12.0,0,0
115,12.0,0,0
116,12.0,0,0
117,12.0,0,0
118,12.0,0,0
119,12.0,0,0
120,12.0,0,0
121,12.0,0,0
122,12.0,0,0
123,12.0,0,0
124,12.0,0,0
125,12.0,0,0
