time_ms,prop_valve_ma,sol_valve,trig
0,12.0,0,1
1,12.0,0,0
2,12.0,0,0
3,12.0,0,0
4,12.0,0,0
5,12.0,0,0
6,12.0,0,0
7,12.0,0,0
8,12.0,0,0
9,12.0,0,0
10,12.0,0,0
11,12.0,0,0
12,12.0,0,0
13,12.0,0,0
14,12.0,0,0
15,12.0,1,0
16,12.0,1,0
17,12.0,1,0
18,12.0,1,0
19,12.0,1,0
20,15.0,1,0
21,15.0,1,0
22,15.0,1,0
23,15.0,1,0
24,15.0,1,0
25,15.0,1,0
26,15.0,1,0
27,15.0,1,0
28,15.0,1,0
29,15.0,1,0
30,15.0,1,0
31,15.0,1,0
32,15.0,1,0
33,15.0,1,0
34,15.0,1,0
35,15.0,1,0
36,15.0,1,0
37,15.0,1,0
38,15.0,1,0
39,15.0,1,0
40,15.0,1,0
41,15.0,1,0
42,15.0,1,0
43,15.0,1,0
44,15.0,1,0
45,15.0,1,0
46,15.0,1,0
47,15.0,1,0
48,15.0,1,0
49,15.0,1,0
50,15.0,1,0
51,15.0,1,0
52,15.0,1,0
53,15.0,1,0
54,15.0,1,0
55,15.0,1,0
56,15.0,1,0
57,15.0,1,0
58,15.0,1,0
59,15.0,1,0
60,15.0,1,0
61,15.0,1,0
62,15.0,1,0
63,15.0,1,0
64,15.0,1,0
65,15.0,1,0
66,15.0,1,0
67,15.0,1,0
68,15.0,1,0
69,15.0,1,0
70,15.0,1,0
71,15.0,1,0
72,15.0,1,0
73,15.0,1,0
74,15.0,1,0
75,15.0,1,0
76,15.0,1,0
77,15.0,1,0
78,15.0,1,0
79,15.0,1,0
80,15.0,1,0
81,15.0,1,0
82,15.0,1,0
83,15.0,1,0
84,15.0,1,0
85,15.0,1,0
86,15.0,1,0
87,15.0,1,0
88,15.0,1,0
89,15.0,1,0
90,15.0,1,0
91,15.0,1,0
92,15.0,1,0
93,15.0,1,0
94,15.0,1,0
95,15.0,1,0
96,15.0,1,0
97,15.0,1,0
98,15.0,1,0
99,15.0,1,0
100,15.0,1,0
101,15.0,1,0
102,15.0,1,0
103,15.0,1,0
104,15.0,1,0
105,15.0,1,0
106,15.0,1,0
107,15.0,1,0
108,15.0,1,0
109,12.0,0,0
110,12.0,0,0
111,12.0,0,0
112,12.0,0,0
113,12.0,0,0
114,12.0,0,0
115,12.0,0,0
116,12.0,0,0
117,12.0,0,0
118,12.0,0,0
119,12.0,0,0
120,12.0,0,0
121,12.0,0,0
122,12.0,0,0
123,12.0,0,0
124,12.0,0,0
125,12.0,0,0
