time_ms,prop_valve_ma,sol_valve,trig
0,12.0,0,1
1,12.0,0,0
2,12.0,0,0
3,12.0,0,0
4,12.0,0,0
5,12.0,0,0
6,12.0,0,0
7,12.0,0,0
8,12.0,0,0
9,12.0,0,0
10,12.0,0,0
11,12.0,0,0
12,12.0,0,0
13,12.0,0,0
14,12.0,0,0
15,12.0,1,0
16,12.0,1,0
17,12.0,1,0
18,12.0,1,0
19,12.0,1,0
20,18.0,1,0
21,18.0,1,0
22,18.0,1,0
23,18.0,1,0
24,18.0,1,0
25,18.0,1,0
26,18.0,1,0
27,18.0,1,0
28,18.0,1,0
29,18.0,1,0
30,18.0,1,0
31,18.0,1,0
32,18.0,1,0
33,18.0,1,0
34,18.0,1,0
35,18.0,1,0
36,18.0,1,0
37,18.0,1,0
38,18.0,1,0
39,18.0,1,0
40,18.0,1,0
41,18.0,1,0
42,18.0,1,0
43,18.0,1,0
44,18.0,1,0
45,18.0,1,0
46,18.0,1,0
47,18.0,1,0
48,18.0,1,0
49,18.0,1,0
50,18.0,1,0
51,18.0,1,0
52,18.0,1,0
53,18.0,1,0
54,18.0,1,0
55,18.0,1,0
56,18.0,1,0
57,18.0,1,0
58,18.0,1,0
59,18.0,1,0
60,18.0,1,0
61,18.0,1,0
62,18.0,1,0
63,18.0,1,0
64,18.0,1,0
65,18.0,1,0
66,18.0,1,0
67,18.0,1,0
68,18.0,1,0
69,18.0,1,0
70,18.0,1,0
71,18.0,1,0
72,18.0,1,0
73,18.0,1,0
74,18.0,1,0
75,18.0,1,0
76,18.0,1,0
77,18.0,1,0
78,18.0,1,0
79,18.0,1,0
80,18.0,1,0
81,18.0,1,0
82,18.0,1,0
83,18.0,1,0
84,18.0,1,0
85,18.0,1,0
86,18.0,1,0
87,18.0,1,0
88,18.0,1,0
89,18.0,1,0
90,18.0,1,0
91,18.0,1,0
92,18.0,1,0
93,18.0,1,0
94,18.0,1,0
95,18.0,1,0
96,18.0,1,0
97,18.0,1,0
98,18.0,1,0
99,18.0,1,0
100,18.0,1,0
101,18.0,1,0
102,18.0,1,0
103,18.0,1,0
104,18.0,1,0
105,18.0,1,0
106,18.0,1,0
107,18.0,1,0
108,18.0,1,0
109,12.0,0,0
110,12.0,0,0
111,12.0,0,0
112,12.0,0,0
113,12.0,0,0
114,12.0,0,0
115,12.0,0,0
116,12.0,0,0
117,12.0,0,0
118,12.0,0,0
119,12.0,0,0
120,12.0,0,0
121,12.0,0,0
122,12.0,0,0
123,12.0,0,0
124,12.0,0,0
125,12.0,0,0
