time_ms,prop_valve_ma,sol_valve,trig
0,12.0,0,1
1,12.0,0,0
2,12.0,0,0
3,12.0,0,0
4,12.0,0,0
5,12.0,0,0
6,12.0,0,0
7,12.0,0,0
8,12.0,0,0
9,12.0,0,0
10,12.0,0,0
11,12.0,0,0
12,12.0,0,0
13,12.0,0,0
14,12.0,0,0
15,12.0,1,0
16,12.0,1,0
17,12.0,1,0
18,12.0,1,0
19,12.0,1,0
20,17.0,1,0
21,17.0,1,0
22,17.0,1,0
23,17.0,1,0
24,17.0,1,0
25,17.0,1,0
26,17.0,1,0
27,17.0,1,0
28,17.0,1,0
29,17.0,1,0
30,17.0,1,0
31,17.0,1,0
32,17.0,1,0
33,17.0,1,0
34,17.0,1,0
35,17.0,1,0
36,17.0,1,0
37,17.0,1,0
38,17.0,1,0
39,17.0,1,0
40,17.0,1,0
41,17.0,1,0
42,17.0,1,0
43,17.0,1,0
44,17.0,1,0
45,17.0,1,0
46,17.0,1,0
47,17.0,1,0
48,17.0,1,0
49,17.0,1,0
50,17.0,1,0
51,17.0,1,0
52,17.0,1,0
53,17.0,1,0
54,17.0,1,0
55,17.0,1,0
56,17.0,1,0
57,17.0,1,0
58,17.0,1,0
59,17.0,1,0
60,17.0,1,0
61,17.0,1,0
62,17.0,1,0
63,17.0,1,0
64,17.0,1,0
65,17.0,1,0
66,17.0,1,0
67,17.0,1,0
68,17.0,1,0
69,17.0,1,0
70,17.0,1,0
71,17.0,1,0
72,17.0,1,0
73,17.0,1,0
74,17.0,1,0
75,17.0,1,0
76,17.0,1,0
77,17.0,1,0
78,17.0,1,0
79,17.0,1,0
80,17.0,1,0
81,17.0,1,0
82,17.0,1,0
83,17.0,1,0
84,17.0,1,0
85,17.0,1,0
86,17.0,1,0
87,17.0,1,0
88,17.0,1,0
89,17.0,1,0
90,17.0,1,0
91,17.0,1,0
92,17.0,1,0
93,17.0,1,0
94,17.0,1,0
95,17.0,1,0
96,17.0,1,0
97,17.0,1,0
98,17.0,1,0
99,17.0,1,0
100,17.0,1,0
101,17.0,1,0
102,17.0,1,0
103,17.0,1,0
104,17.0,1,0
105,17.0,1,0
106,17.0,1,0
107,17.0,1,0
108,17.0,1,0
109,12.0,0,0
110,12.0,0,0
111,12.0,0,0
112,12.0,0,0
113,12.0,0,0
114,12.0,0,0
115,12.0,0,0
116,12.0,0,0
117,12.0,0,0
118,12.0,0,0
119,12.0,0,0
120,12.0,0,0
121,12.0,0,0
122,12.0,0,0
123,12.0,0,0
124,12.0,0,0
125,12.0,0,0
