time_ms,prop_valve_ma,sol_valve,trig
0,12.0,0,1
1,12.0,0,0
2,12.0,0,0
3,12.0,0,0
4,12.0,0,0
5,12.0,0,0
6,12.0,0,0
7,12.0,0,0
8,12.0,0,0
9,12.0,0,0
10,12.0,0,0
11,12.0,0,0
12,12.0,0,0
13,12.0,0,0
14,12.0,0,0
15,12.0,1,0
16,12.0,1,0
17,12.0,1,0
18,12.0,1,0
19,12.0,1,0
20,13.5,1,0
21,13.5,1,0
22,13.5,1,0
23,13.5,1,0
24,13.5,1,0
25,13.5,1,0
26,13.5,1,0
27,13.5,1,0
28,13.5,1,0
29,13.5,1,0
30,13.5,1,0
31,13.5,1,0
32,13.5,1,0
33,13.5,1,0
34,13.5,1,0
35,13.5,1,0
36,13.5,1,0
37,13.5,1,0
38,13.5,1,0
39,13.5,1,0
40,13.5,1,0
41,13.5,1,0
42,13.5,1,0
43,13.5,1,0
44,13.5,1,0
45,13.5,1,0
46,13.5,1,0
47,13.5,1,0
48,13.5,1,0
49,13.5,1,0
50,13.5,1,0
51,13.5,1,0
52,13.5,1,0
53,13.5,1,0
54,13.5,1,0
55,13.5,1,0
56,13.5,1,0
57,13.5,1,0
58,13.5,1,0
59,13.5,1,0
60,13.5,1,0
61,13.5,1,0
62,13.5,1,0
63,13.5,1,0
64,13.5,1,0
65,13.5,1,0
66,13.5,1,0
67,13.5,1,0
68,13.5,1,0
69,13.5,1,0
70,13.5,1,0
71,13.5,1,0
72,13.5,1,0
73,13.5,1,0
74,13.5,1,0
75,13.5,1,0
76,13.5,1,0
77,13.5,1,0
78,13.5,1,0
79,13.5,1,0
80,13.5,1,0
81,13.5,1,0
82,13.5,1,0
83,13.5,1,0
84,13.5,1,0
85,13.5,1,0
86,13.5,1,0
87,13.5,1,0
88,13.5,1,0
89,13.5,1,0
90,13.5,1,0
91,13.5,1,0
92,13.5,1,0
93,13.5,1,0
94,13.5,1,0
95,13.5,1,0
96,13.5,1,0
97,13.5,1,0
98,13.5,1,0
99,13.5,1,0
100,13.5,1,0
101,13.5,1,0
102,13.5,1,0
103,13.5,1,0
104,13.5,1,0
105,13.5,1,0
106,13.5,1,0
107,13.5,1,0
108,13.5,1,0
109,12.0,0,0
110,12.0,0,0
111,12.0,0,0
112,12.0,0,0
113,12.0,0,0
114,12.0,0,0
115,12.0,0,0
116,12.0,0,0
117,12.0,0,0
118,12.0,0,0
119,12.0,0,0
120,12.0,0,0
121,12.0,0,0
122,12.0,0,0
123,12.0,0,0
124,12.0,0,0
125,12.0,0,0
